,index,tag,subject,action,name,class,id,text,location,size,region,close_reference,human_readable_position,url,description,model_input
0,0,form,deals,search,,_1ugesNSGtWAUEmFe-hdnyI,,"Search within r/learnprogramming
r/learnprogramming","{'x': 434.5, 'y': 18.0}","{'height': 26, 'width': 654}","{'left': True, 'right': False, 'top': True, 'bottom': False}","{'closer_to_center_x': True, 'closer_to_center_y': False, 'closer_to_right_end': False, 'closer_to_left_end': False, 'closer_to_top': True, 'closer_to_bottom': False}",top,https://www.flipkart.com/mobile-accessories/mobile-phone-lens/pr?sid=tyy%2C4mr%2Ckx1&marketplace=FLIPKART&sort=popularity&ctx=eyJjYXJkQ29udGV4dCI6eyJhdHRyaWJ1dGVzIjp7InZhbHVlQ2FsbG91dCI6eyJtdWx0aVZhbHVlZEF0dHJpYnV0ZSI6eyJrZXkiOiJ2YWx1ZUNhbGxvdXQiLCJpbmZlcmVuY2VUeXBlIjoiVkFMVUVfQ0FMTE9VVCIsInZhbHVlcyI6WyJHcmFiIGl0ISJdLCJ2YWx1ZVR5cGUiOiJNVUxUSV9WQUxVRUQifX0sInRpdGxlIjp7Im11bHRpVmFsdWVkQXR0cmlidXRlIjp7ImtleSI6InRpdGxlIiwiaW5mZXJlbmNlVHlwZSI6IlRJVExFIiwidmFsdWVzIjpbIk1vYmlsZSBwaG9uZSBMZW5zIl0sInZhbHVlVHlwZSI6Ik1VTFRJX1ZBTFVFRCJ9fSwiaGVyb1BpZCI6eyJzaW5nbGVWYWx1ZUF0dHJpYnV0ZSI6eyJrZXkiOiJoZXJvUGlkIiwiaW5mZXJlbmNlVHlwZSI6IlBJRCIsInZhbHVlIjoiTVBMR1lLNDNSWjM4SDc2RyIsInZhbHVlVHlwZSI6IlNJTkdMRV9WQUxVRUQifX19fX0%3D&fm=neo%2Fmerchandising&iid=M_8c187899-7d69-43d5-8a18-5f7ffc075f90_12.ULGYM93X91QA&ppt=hp&ppn=homepage&ssid=cr94cgrkuo0000001670964467434&otracker=clp_omu_infinite_Mobile%2BAccessories_2_12.dealCard.OMU_INFINITE_elec-b2b-store_elec-b2b-store_ULGYM93X91QA&cid=ULGYM93X91QA,search deals in the top region of the window.,deals | action | search &&deals | human_readable_position | top
293,215,input,games,sort,trip-save-item-zm7,uitk-favorite-switch-input,trip-save-item-zm7,,"{'x': 289.0, 'y': 556.0}","{'height': 32, 'width': 32}","{'left': True, 'right': False, 'top': False, 'bottom': True}","{'closer_to_center_x': False, 'closer_to_center_y': False, 'closer_to_right_end': False, 'closer_to_left_end': True, 'closer_to_top': False, 'closer_to_bottom': True}",bottom_left,https://www.flipkart.com/mobile-accessories/mobile-phone-lens/pr?sid=tyy%2C4mr%2Ckx1&marketplace=FLIPKART&sort=popularity&ctx=eyJjYXJkQ29udGV4dCI6eyJhdHRyaWJ1dGVzIjp7InZhbHVlQ2FsbG91dCI6eyJtdWx0aVZhbHVlZEF0dHJpYnV0ZSI6eyJrZXkiOiJ2YWx1ZUNhbGxvdXQiLCJpbmZlcmVuY2VUeXBlIjoiVkFMVUVfQ0FMTE9VVCIsInZhbHVlcyI6WyJHcmFiIGl0ISJdLCJ2YWx1ZVR5cGUiOiJNVUxUSV9WQUxVRUQifX0sInRpdGxlIjp7Im11bHRpVmFsdWVkQXR0cmlidXRlIjp7ImtleSI6InRpdGxlIiwiaW5mZXJlbmNlVHlwZSI6IlRJVExFIiwidmFsdWVzIjpbIk1vYmlsZSBwaG9uZSBMZW5zIl0sInZhbHVlVHlwZSI6Ik1VTFRJX1ZBTFVFRCJ9fSwiaGVyb1BpZCI6eyJzaW5nbGVWYWx1ZUF0dHJpYnV0ZSI6eyJrZXkiOiJoZXJvUGlkIiwiaW5mZXJlbmNlVHlwZSI6IlBJRCIsInZhbHVlIjoiTVBMR1lLNDNSWjM4SDc2RyIsInZhbHVlVHlwZSI6IlNJTkdMRV9WQUxVRUQifX19fX0%3D&fm=neo%2Fmerchandising&iid=M_8c187899-7d69-43d5-8a18-5f7ffc075f90_12.ULGYM93X91QA&ppt=hp&ppn=homepage&ssid=cr94cgrkuo0000001670964467434&otracker=clp_omu_infinite_Mobile%2BAccessories_2_12.dealCard.OMU_INFINITE_elec-b2b-store_elec-b2b-store_ULGYM93X91QA&cid=ULGYM93X91QA,sort games in the bottom_left region of the window.,games | action | sort &&games | human_readable_position | bottom_left
294,216,input,games,sort,trip-save-item-zm7,uitk-favorite-switch-input,trip-save-item-zm7,,"{'x': 289.0, 'y': 556.0}","{'height': 32, 'width': 32}","{'left': True, 'right': False, 'top': False, 'bottom': True}","{'closer_to_center_x': False, 'closer_to_center_y': False, 'closer_to_right_end': False, 'closer_to_left_end': True, 'closer_to_top': False, 'closer_to_bottom': True}",bottom_left,https://www.flipkart.com/mobile-accessories/mobile-phone-lens/pr?sid=tyy%2C4mr%2Ckx1&marketplace=FLIPKART&sort=popularity&ctx=eyJjYXJkQ29udGV4dCI6eyJhdHRyaWJ1dGVzIjp7InZhbHVlQ2FsbG91dCI6eyJtdWx0aVZhbHVlZEF0dHJpYnV0ZSI6eyJrZXkiOiJ2YWx1ZUNhbGxvdXQiLCJpbmZlcmVuY2VUeXBlIjoiVkFMVUVfQ0FMTE9VVCIsInZhbHVlcyI6WyJHcmFiIGl0ISJdLCJ2YWx1ZVR5cGUiOiJNVUxUSV9WQUxVRUQifX0sInRpdGxlIjp7Im11bHRpVmFsdWVkQXR0cmlidXRlIjp7ImtleSI6InRpdGxlIiwiaW5mZXJlbmNlVHlwZSI6IlRJVExFIiwidmFsdWVzIjpbIk1vYmlsZSBwaG9uZSBMZW5zIl0sInZhbHVlVHlwZSI6Ik1VTFRJX1ZBTFVFRCJ9fSwiaGVyb1BpZCI6eyJzaW5nbGVWYWx1ZUF0dHJpYnV0ZSI6eyJrZXkiOiJoZXJvUGlkIiwiaW5mZXJlbmNlVHlwZSI6IlBJRCIsInZhbHVlIjoiTVBMR1lLNDNSWjM4SDc2RyIsInZhbHVlVHlwZSI6IlNJTkdMRV9WQUxVRUQifX19fX0%3D&fm=neo%2Fmerchandising&iid=M_8c187899-7d69-43d5-8a18-5f7ffc075f90_12.ULGYM93X91QA&ppt=hp&ppn=homepage&ssid=cr94cgrkuo0000001670964467434&otracker=clp_omu_infinite_Mobile%2BAccessories_2_12.dealCard.OMU_INFINITE_elec-b2b-store_elec-b2b-store_ULGYM93X91QA&cid=ULGYM93X91QA,sort games in the bottom_left region of the window.,games | action | sort &&games | human_readable_position | bottom_left
295,217,input,games,sort,trip-save-item-zm7,uitk-favorite-switch-input,trip-save-item-zm7,,"{'x': 289.0, 'y': 556.0}","{'height': 32, 'width': 32}","{'left': True, 'right': False, 'top': False, 'bottom': True}","{'closer_to_center_x': False, 'closer_to_center_y': False, 'closer_to_right_end': False, 'closer_to_left_end': True, 'closer_to_top': False, 'closer_to_bottom': True}",bottom_left,https://www.flipkart.com/mobile-accessories/mobile-phone-lens/pr?sid=tyy%2C4mr%2Ckx1&marketplace=FLIPKART&sort=popularity&ctx=eyJjYXJkQ29udGV4dCI6eyJhdHRyaWJ1dGVzIjp7InZhbHVlQ2FsbG91dCI6eyJtdWx0aVZhbHVlZEF0dHJpYnV0ZSI6eyJrZXkiOiJ2YWx1ZUNhbGxvdXQiLCJpbmZlcmVuY2VUeXBlIjoiVkFMVUVfQ0FMTE9VVCIsInZhbHVlcyI6WyJHcmFiIGl0ISJdLCJ2YWx1ZVR5cGUiOiJNVUxUSV9WQUxVRUQifX0sInRpdGxlIjp7Im11bHRpVmFsdWVkQXR0cmlidXRlIjp7ImtleSI6InRpdGxlIiwiaW5mZXJlbmNlVHlwZSI6IlRJVExFIiwidmFsdWVzIjpbIk1vYmlsZSBwaG9uZSBMZW5zIl0sInZhbHVlVHlwZSI6Ik1VTFRJX1ZBTFVFRCJ9fSwiaGVyb1BpZCI6eyJzaW5nbGVWYWx1ZUF0dHJpYnV0ZSI6eyJrZXkiOiJoZXJvUGlkIiwiaW5mZXJlbmNlVHlwZSI6IlBJRCIsInZhbHVlIjoiTVBMR1lLNDNSWjM4SDc2RyIsInZhbHVlVHlwZSI6IlNJTkdMRV9WQUxVRUQifX19fX0%3D&fm=neo%2Fmerchandising&iid=M_8c187899-7d69-43d5-8a18-5f7ffc075f90_12.ULGYM93X91QA&ppt=hp&ppn=homepage&ssid=cr94cgrkuo0000001670964467434&otracker=clp_omu_infinite_Mobile%2BAccessories_2_12.dealCard.OMU_INFINITE_elec-b2b-store_elec-b2b-store_ULGYM93X91QA&cid=ULGYM93X91QA,sort games in the bottom_left region of the window.,games | action | sort &&games | human_readable_position | bottom_left
296,218,input,games,sort,trip-save-item-zm7,uitk-favorite-switch-input,trip-save-item-zm7,,"{'x': 289.0, 'y': 556.0}","{'height': 32, 'width': 32}","{'left': True, 'right': False, 'top': False, 'bottom': True}","{'closer_to_center_x': False, 'closer_to_center_y': False, 'closer_to_right_end': False, 'closer_to_left_end': True, 'closer_to_top': False, 'closer_to_bottom': True}",bottom_left,https://www.flipkart.com/mobile-accessories/mobile-phone-lens/pr?sid=tyy%2C4mr%2Ckx1&marketplace=FLIPKART&sort=popularity&ctx=eyJjYXJkQ29udGV4dCI6eyJhdHRyaWJ1dGVzIjp7InZhbHVlQ2FsbG91dCI6eyJtdWx0aVZhbHVlZEF0dHJpYnV0ZSI6eyJrZXkiOiJ2YWx1ZUNhbGxvdXQiLCJpbmZlcmVuY2VUeXBlIjoiVkFMVUVfQ0FMTE9VVCIsInZhbHVlcyI6WyJHcmFiIGl0ISJdLCJ2YWx1ZVR5cGUiOiJNVUxUSV9WQUxVRUQifX0sInRpdGxlIjp7Im11bHRpVmFsdWVkQXR0cmlidXRlIjp7ImtleSI6InRpdGxlIiwiaW5mZXJlbmNlVHlwZSI6IlRJVExFIiwidmFsdWVzIjpbIk1vYmlsZSBwaG9uZSBMZW5zIl0sInZhbHVlVHlwZSI6Ik1VTFRJX1ZBTFVFRCJ9fSwiaGVyb1BpZCI6eyJzaW5nbGVWYWx1ZUF0dHJpYnV0ZSI6eyJrZXkiOiJoZXJvUGlkIiwiaW5mZXJlbmNlVHlwZSI6IlBJRCIsInZhbHVlIjoiTVBMR1lLNDNSWjM4SDc2RyIsInZhbHVlVHlwZSI6IlNJTkdMRV9WQUxVRUQifX19fX0%3D&fm=neo%2Fmerchandising&iid=M_8c187899-7d69-43d5-8a18-5f7ffc075f90_12.ULGYM93X91QA&ppt=hp&ppn=homepage&ssid=cr94cgrkuo0000001670964467434&otracker=clp_omu_infinite_Mobile%2BAccessories_2_12.dealCard.OMU_INFINITE_elec-b2b-store_elec-b2b-store_ULGYM93X91QA&cid=ULGYM93X91QA,sort games in the bottom_left region of the window.,games | action | sort &&games | human_readable_position | bottom_left
297,219,input,games,sort,trip-save-item-zm7,uitk-favorite-switch-input,trip-save-item-zm7,,"{'x': 289.0, 'y': 556.0}","{'height': 32, 'width': 32}","{'left': True, 'right': False, 'top': False, 'bottom': True}","{'closer_to_center_x': False, 'closer_to_center_y': False, 'closer_to_right_end': False, 'closer_to_left_end': True, 'closer_to_top': False, 'closer_to_bottom': True}",bottom_left,https://www.flipkart.com/mobile-accessories/mobile-phone-lens/pr?sid=tyy%2C4mr%2Ckx1&marketplace=FLIPKART&sort=popularity&ctx=eyJjYXJkQ29udGV4dCI6eyJhdHRyaWJ1dGVzIjp7InZhbHVlQ2FsbG91dCI6eyJtdWx0aVZhbHVlZEF0dHJpYnV0ZSI6eyJrZXkiOiJ2YWx1ZUNhbGxvdXQiLCJpbmZlcmVuY2VUeXBlIjoiVkFMVUVfQ0FMTE9VVCIsInZhbHVlcyI6WyJHcmFiIGl0ISJdLCJ2YWx1ZVR5cGUiOiJNVUxUSV9WQUxVRUQifX0sInRpdGxlIjp7Im11bHRpVmFsdWVkQXR0cmlidXRlIjp7ImtleSI6InRpdGxlIiwiaW5mZXJlbmNlVHlwZSI6IlRJVExFIiwidmFsdWVzIjpbIk1vYmlsZSBwaG9uZSBMZW5zIl0sInZhbHVlVHlwZSI6Ik1VTFRJX1ZBTFVFRCJ9fSwiaGVyb1BpZCI6eyJzaW5nbGVWYWx1ZUF0dHJpYnV0ZSI6eyJrZXkiOiJoZXJvUGlkIiwiaW5mZXJlbmNlVHlwZSI6IlBJRCIsInZhbHVlIjoiTVBMR1lLNDNSWjM4SDc2RyIsInZhbHVlVHlwZSI6IlNJTkdMRV9WQUxVRUQifX19fX0%3D&fm=neo%2Fmerchandising&iid=M_8c187899-7d69-43d5-8a18-5f7ffc075f90_12.ULGYM93X91QA&ppt=hp&ppn=homepage&ssid=cr94cgrkuo0000001670964467434&otracker=clp_omu_infinite_Mobile%2BAccessories_2_12.dealCard.OMU_INFINITE_elec-b2b-store_elec-b2b-store_ULGYM93X91QA&cid=ULGYM93X91QA,sort games in the bottom_left region of the window.,games | action | sort &&games | human_readable_position | bottom_left
298,220,input,games,sort,trip-save-item-zm7,uitk-favorite-switch-input,trip-save-item-zm7,,"{'x': 289.0, 'y': 556.0}","{'height': 32, 'width': 32}","{'left': True, 'right': False, 'top': False, 'bottom': True}","{'closer_to_center_x': False, 'closer_to_center_y': False, 'closer_to_right_end': False, 'closer_to_left_end': True, 'closer_to_top': False, 'closer_to_bottom': True}",bottom_left,https://www.flipkart.com/mobile-accessories/mobile-phone-lens/pr?sid=tyy%2C4mr%2Ckx1&marketplace=FLIPKART&sort=popularity&ctx=eyJjYXJkQ29udGV4dCI6eyJhdHRyaWJ1dGVzIjp7InZhbHVlQ2FsbG91dCI6eyJtdWx0aVZhbHVlZEF0dHJpYnV0ZSI6eyJrZXkiOiJ2YWx1ZUNhbGxvdXQiLCJpbmZlcmVuY2VUeXBlIjoiVkFMVUVfQ0FMTE9VVCIsInZhbHVlcyI6WyJHcmFiIGl0ISJdLCJ2YWx1ZVR5cGUiOiJNVUxUSV9WQUxVRUQifX0sInRpdGxlIjp7Im11bHRpVmFsdWVkQXR0cmlidXRlIjp7ImtleSI6InRpdGxlIiwiaW5mZXJlbmNlVHlwZSI6IlRJVExFIiwidmFsdWVzIjpbIk1vYmlsZSBwaG9uZSBMZW5zIl0sInZhbHVlVHlwZSI6Ik1VTFRJX1ZBTFVFRCJ9fSwiaGVyb1BpZCI6eyJzaW5nbGVWYWx1ZUF0dHJpYnV0ZSI6eyJrZXkiOiJoZXJvUGlkIiwiaW5mZXJlbmNlVHlwZSI6IlBJRCIsInZhbHVlIjoiTVBMR1lLNDNSWjM4SDc2RyIsInZhbHVlVHlwZSI6IlNJTkdMRV9WQUxVRUQifX19fX0%3D&fm=neo%2Fmerchandising&iid=M_8c187899-7d69-43d5-8a18-5f7ffc075f90_12.ULGYM93X91QA&ppt=hp&ppn=homepage&ssid=cr94cgrkuo0000001670964467434&otracker=clp_omu_infinite_Mobile%2BAccessories_2_12.dealCard.OMU_INFINITE_elec-b2b-store_elec-b2b-store_ULGYM93X91QA&cid=ULGYM93X91QA,sort games in the bottom_left region of the window.,games | action | sort &&games | human_readable_position | bottom_left
299,221,input,games,sort,trip-save-item-zm7,uitk-favorite-switch-input,trip-save-item-zm7,,"{'x': 289.0, 'y': 556.0}","{'height': 32, 'width': 32}","{'left': True, 'right': False, 'top': False, 'bottom': True}","{'closer_to_center_x': False, 'closer_to_center_y': False, 'closer_to_right_end': False, 'closer_to_left_end': True, 'closer_to_top': False, 'closer_to_bottom': True}",bottom_left,https://www.flipkart.com/mobile-accessories/mobile-phone-lens/pr?sid=tyy%2C4mr%2Ckx1&marketplace=FLIPKART&sort=popularity&ctx=eyJjYXJkQ29udGV4dCI6eyJhdHRyaWJ1dGVzIjp7InZhbHVlQ2FsbG91dCI6eyJtdWx0aVZhbHVlZEF0dHJpYnV0ZSI6eyJrZXkiOiJ2YWx1ZUNhbGxvdXQiLCJpbmZlcmVuY2VUeXBlIjoiVkFMVUVfQ0FMTE9VVCIsInZhbHVlcyI6WyJHcmFiIGl0ISJdLCJ2YWx1ZVR5cGUiOiJNVUxUSV9WQUxVRUQifX0sInRpdGxlIjp7Im11bHRpVmFsdWVkQXR0cmlidXRlIjp7ImtleSI6InRpdGxlIiwiaW5mZXJlbmNlVHlwZSI6IlRJVExFIiwidmFsdWVzIjpbIk1vYmlsZSBwaG9uZSBMZW5zIl0sInZhbHVlVHlwZSI6Ik1VTFRJX1ZBTFVFRCJ9fSwiaGVyb1BpZCI6eyJzaW5nbGVWYWx1ZUF0dHJpYnV0ZSI6eyJrZXkiOiJoZXJvUGlkIiwiaW5mZXJlbmNlVHlwZSI6IlBJRCIsInZhbHVlIjoiTVBMR1lLNDNSWjM4SDc2RyIsInZhbHVlVHlwZSI6IlNJTkdMRV9WQUxVRUQifX19fX0%3D&fm=neo%2Fmerchandising&iid=M_8c187899-7d69-43d5-8a18-5f7ffc075f90_12.ULGYM93X91QA&ppt=hp&ppn=homepage&ssid=cr94cgrkuo0000001670964467434&otracker=clp_omu_infinite_Mobile%2BAccessories_2_12.dealCard.OMU_INFINITE_elec-b2b-store_elec-b2b-store_ULGYM93X91QA&cid=ULGYM93X91QA,sort games in the bottom_left region of the window.,games | action | sort &&games | human_readable_position | bottom_left
300,222,input,games,sort,trip-save-item-zm7,uitk-favorite-switch-input,trip-save-item-zm7,,"{'x': 289.0, 'y': 556.0}","{'height': 32, 'width': 32}","{'left': True, 'right': False, 'top': False, 'bottom': True}","{'closer_to_center_x': False, 'closer_to_center_y': False, 'closer_to_right_end': False, 'closer_to_left_end': True, 'closer_to_top': False, 'closer_to_bottom': True}",bottom_left,https://www.flipkart.com/mobile-accessories/mobile-phone-lens/pr?sid=tyy%2C4mr%2Ckx1&marketplace=FLIPKART&sort=popularity&ctx=eyJjYXJkQ29udGV4dCI6eyJhdHRyaWJ1dGVzIjp7InZhbHVlQ2FsbG91dCI6eyJtdWx0aVZhbHVlZEF0dHJpYnV0ZSI6eyJrZXkiOiJ2YWx1ZUNhbGxvdXQiLCJpbmZlcmVuY2VUeXBlIjoiVkFMVUVfQ0FMTE9VVCIsInZhbHVlcyI6WyJHcmFiIGl0ISJdLCJ2YWx1ZVR5cGUiOiJNVUxUSV9WQUxVRUQifX0sInRpdGxlIjp7Im11bHRpVmFsdWVkQXR0cmlidXRlIjp7ImtleSI6InRpdGxlIiwiaW5mZXJlbmNlVHlwZSI6IlRJVExFIiwidmFsdWVzIjpbIk1vYmlsZSBwaG9uZSBMZW5zIl0sInZhbHVlVHlwZSI6Ik1VTFRJX1ZBTFVFRCJ9fSwiaGVyb1BpZCI6eyJzaW5nbGVWYWx1ZUF0dHJpYnV0ZSI6eyJrZXkiOiJoZXJvUGlkIiwiaW5mZXJlbmNlVHlwZSI6IlBJRCIsInZhbHVlIjoiTVBMR1lLNDNSWjM4SDc2RyIsInZhbHVlVHlwZSI6IlNJTkdMRV9WQUxVRUQifX19fX0%3D&fm=neo%2Fmerchandising&iid=M_8c187899-7d69-43d5-8a18-5f7ffc075f90_12.ULGYM93X91QA&ppt=hp&ppn=homepage&ssid=cr94cgrkuo0000001670964467434&otracker=clp_omu_infinite_Mobile%2BAccessories_2_12.dealCard.OMU_INFINITE_elec-b2b-store_elec-b2b-store_ULGYM93X91QA&cid=ULGYM93X91QA,sort games in the bottom_left region of the window.,games | action | sort &&games | human_readable_position | bottom_left
301,223,input,games,sort,trip-save-item-zm7,uitk-favorite-switch-input,trip-save-item-zm7,,"{'x': 289.0, 'y': 556.0}","{'height': 32, 'width': 32}","{'left': True, 'right': False, 'top': False, 'bottom': True}","{'closer_to_center_x': False, 'closer_to_center_y': False, 'closer_to_right_end': False, 'closer_to_left_end': True, 'closer_to_top': False, 'closer_to_bottom': True}",bottom_left,https://www.flipkart.com/mobile-accessories/mobile-phone-lens/pr?sid=tyy%2C4mr%2Ckx1&marketplace=FLIPKART&sort=popularity&ctx=eyJjYXJkQ29udGV4dCI6eyJhdHRyaWJ1dGVzIjp7InZhbHVlQ2FsbG91dCI6eyJtdWx0aVZhbHVlZEF0dHJpYnV0ZSI6eyJrZXkiOiJ2YWx1ZUNhbGxvdXQiLCJpbmZlcmVuY2VUeXBlIjoiVkFMVUVfQ0FMTE9VVCIsInZhbHVlcyI6WyJHcmFiIGl0ISJdLCJ2YWx1ZVR5cGUiOiJNVUxUSV9WQUxVRUQifX0sInRpdGxlIjp7Im11bHRpVmFsdWVkQXR0cmlidXRlIjp7ImtleSI6InRpdGxlIiwiaW5mZXJlbmNlVHlwZSI6IlRJVExFIiwidmFsdWVzIjpbIk1vYmlsZSBwaG9uZSBMZW5zIl0sInZhbHVlVHlwZSI6Ik1VTFRJX1ZBTFVFRCJ9fSwiaGVyb1BpZCI6eyJzaW5nbGVWYWx1ZUF0dHJpYnV0ZSI6eyJrZXkiOiJoZXJvUGlkIiwiaW5mZXJlbmNlVHlwZSI6IlBJRCIsInZhbHVlIjoiTVBMR1lLNDNSWjM4SDc2RyIsInZhbHVlVHlwZSI6IlNJTkdMRV9WQUxVRUQifX19fX0%3D&fm=neo%2Fmerchandising&iid=M_8c187899-7d69-43d5-8a18-5f7ffc075f90_12.ULGYM93X91QA&ppt=hp&ppn=homepage&ssid=cr94cgrkuo0000001670964467434&otracker=clp_omu_infinite_Mobile%2BAccessories_2_12.dealCard.OMU_INFINITE_elec-b2b-store_elec-b2b-store_ULGYM93X91QA&cid=ULGYM93X91QA,sort games in the bottom_left region of the window.,games | action | sort &&games | human_readable_position | bottom_left
302,224,input,games,sort,trip-save-item-zm7,uitk-favorite-switch-input,trip-save-item-zm7,,"{'x': 289.0, 'y': 556.0}","{'height': 32, 'width': 32}","{'left': True, 'right': False, 'top': False, 'bottom': True}","{'closer_to_center_x': False, 'closer_to_center_y': False, 'closer_to_right_end': False, 'closer_to_left_end': True, 'closer_to_top': False, 'closer_to_bottom': True}",bottom_left,https://www.flipkart.com/mobile-accessories/mobile-phone-lens/pr?sid=tyy%2C4mr%2Ckx1&marketplace=FLIPKART&sort=popularity&ctx=eyJjYXJkQ29udGV4dCI6eyJhdHRyaWJ1dGVzIjp7InZhbHVlQ2FsbG91dCI6eyJtdWx0aVZhbHVlZEF0dHJpYnV0ZSI6eyJrZXkiOiJ2YWx1ZUNhbGxvdXQiLCJpbmZlcmVuY2VUeXBlIjoiVkFMVUVfQ0FMTE9VVCIsInZhbHVlcyI6WyJHcmFiIGl0ISJdLCJ2YWx1ZVR5cGUiOiJNVUxUSV9WQUxVRUQifX0sInRpdGxlIjp7Im11bHRpVmFsdWVkQXR0cmlidXRlIjp7ImtleSI6InRpdGxlIiwiaW5mZXJlbmNlVHlwZSI6IlRJVExFIiwidmFsdWVzIjpbIk1vYmlsZSBwaG9uZSBMZW5zIl0sInZhbHVlVHlwZSI6Ik1VTFRJX1ZBTFVFRCJ9fSwiaGVyb1BpZCI6eyJzaW5nbGVWYWx1ZUF0dHJpYnV0ZSI6eyJrZXkiOiJoZXJvUGlkIiwiaW5mZXJlbmNlVHlwZSI6IlBJRCIsInZhbHVlIjoiTVBMR1lLNDNSWjM4SDc2RyIsInZhbHVlVHlwZSI6IlNJTkdMRV9WQUxVRUQifX19fX0%3D&fm=neo%2Fmerchandising&iid=M_8c187899-7d69-43d5-8a18-5f7ffc075f90_12.ULGYM93X91QA&ppt=hp&ppn=homepage&ssid=cr94cgrkuo0000001670964467434&otracker=clp_omu_infinite_Mobile%2BAccessories_2_12.dealCard.OMU_INFINITE_elec-b2b-store_elec-b2b-store_ULGYM93X91QA&cid=ULGYM93X91QA,sort games in the bottom_left region of the window.,games | action | sort &&games | human_readable_position | bottom_left
303,225,input,games,sort,trip-save-item-zm7,uitk-favorite-switch-input,trip-save-item-zm7,,"{'x': 289.0, 'y': 556.0}","{'height': 32, 'width': 32}","{'left': True, 'right': False, 'top': False, 'bottom': True}","{'closer_to_center_x': False, 'closer_to_center_y': False, 'closer_to_right_end': False, 'closer_to_left_end': True, 'closer_to_top': False, 'closer_to_bottom': True}",bottom_left,https://www.flipkart.com/mobile-accessories/mobile-phone-lens/pr?sid=tyy%2C4mr%2Ckx1&marketplace=FLIPKART&sort=popularity&ctx=eyJjYXJkQ29udGV4dCI6eyJhdHRyaWJ1dGVzIjp7InZhbHVlQ2FsbG91dCI6eyJtdWx0aVZhbHVlZEF0dHJpYnV0ZSI6eyJrZXkiOiJ2YWx1ZUNhbGxvdXQiLCJpbmZlcmVuY2VUeXBlIjoiVkFMVUVfQ0FMTE9VVCIsInZhbHVlcyI6WyJHcmFiIGl0ISJdLCJ2YWx1ZVR5cGUiOiJNVUxUSV9WQUxVRUQifX0sInRpdGxlIjp7Im11bHRpVmFsdWVkQXR0cmlidXRlIjp7ImtleSI6InRpdGxlIiwiaW5mZXJlbmNlVHlwZSI6IlRJVExFIiwidmFsdWVzIjpbIk1vYmlsZSBwaG9uZSBMZW5zIl0sInZhbHVlVHlwZSI6Ik1VTFRJX1ZBTFVFRCJ9fSwiaGVyb1BpZCI6eyJzaW5nbGVWYWx1ZUF0dHJpYnV0ZSI6eyJrZXkiOiJoZXJvUGlkIiwiaW5mZXJlbmNlVHlwZSI6IlBJRCIsInZhbHVlIjoiTVBMR1lLNDNSWjM4SDc2RyIsInZhbHVlVHlwZSI6IlNJTkdMRV9WQUxVRUQifX19fX0%3D&fm=neo%2Fmerchandising&iid=M_8c187899-7d69-43d5-8a18-5f7ffc075f90_12.ULGYM93X91QA&ppt=hp&ppn=homepage&ssid=cr94cgrkuo0000001670964467434&otracker=clp_omu_infinite_Mobile%2BAccessories_2_12.dealCard.OMU_INFINITE_elec-b2b-store_elec-b2b-store_ULGYM93X91QA&cid=ULGYM93X91QA,sort games in the bottom_left region of the window.,games | action | sort &&games | human_readable_position | bottom_left
304,226,input,games,sort,trip-save-item-zm7,uitk-favorite-switch-input,trip-save-item-zm7,,"{'x': 289.0, 'y': 556.0}","{'height': 32, 'width': 32}","{'left': True, 'right': False, 'top': False, 'bottom': True}","{'closer_to_center_x': False, 'closer_to_center_y': False, 'closer_to_right_end': False, 'closer_to_left_end': True, 'closer_to_top': False, 'closer_to_bottom': True}",bottom_left,https://www.flipkart.com/mobile-accessories/mobile-phone-lens/pr?sid=tyy%2C4mr%2Ckx1&marketplace=FLIPKART&sort=popularity&ctx=eyJjYXJkQ29udGV4dCI6eyJhdHRyaWJ1dGVzIjp7InZhbHVlQ2FsbG91dCI6eyJtdWx0aVZhbHVlZEF0dHJpYnV0ZSI6eyJrZXkiOiJ2YWx1ZUNhbGxvdXQiLCJpbmZlcmVuY2VUeXBlIjoiVkFMVUVfQ0FMTE9VVCIsInZhbHVlcyI6WyJHcmFiIGl0ISJdLCJ2YWx1ZVR5cGUiOiJNVUxUSV9WQUxVRUQifX0sInRpdGxlIjp7Im11bHRpVmFsdWVkQXR0cmlidXRlIjp7ImtleSI6InRpdGxlIiwiaW5mZXJlbmNlVHlwZSI6IlRJVExFIiwidmFsdWVzIjpbIk1vYmlsZSBwaG9uZSBMZW5zIl0sInZhbHVlVHlwZSI6Ik1VTFRJX1ZBTFVFRCJ9fSwiaGVyb1BpZCI6eyJzaW5nbGVWYWx1ZUF0dHJpYnV0ZSI6eyJrZXkiOiJoZXJvUGlkIiwiaW5mZXJlbmNlVHlwZSI6IlBJRCIsInZhbHVlIjoiTVBMR1lLNDNSWjM4SDc2RyIsInZhbHVlVHlwZSI6IlNJTkdMRV9WQUxVRUQifX19fX0%3D&fm=neo%2Fmerchandising&iid=M_8c187899-7d69-43d5-8a18-5f7ffc075f90_12.ULGYM93X91QA&ppt=hp&ppn=homepage&ssid=cr94cgrkuo0000001670964467434&otracker=clp_omu_infinite_Mobile%2BAccessories_2_12.dealCard.OMU_INFINITE_elec-b2b-store_elec-b2b-store_ULGYM93X91QA&cid=ULGYM93X91QA,sort games in the bottom_left region of the window.,games | action | sort &&games | human_readable_position | bottom_left
